Nama,Singkatan
Sekolah Tinggi Kesehatan Al-Fatah Bengkulu,
Sekolah Tinggi Teknologi Bengkulu,
Sekolah Tinggi Teologi Arastamar Bengkulu,
Sekolah Tinggi Ilmu Kesehatan Bhakti Husada Bengkulu,
Sekolah Tinggi Ilmu Kesehatan Tri Mandiri Sakti Bengkulu,
Universitas Islam Negeri Fatmawati Sukarno Bengkulu,
Universitas Prof Dr Hazairin SH,
Poltekkes Kemenkes Bengkulu,
Universitas Muhammadiyah Bengkulu,
Universitas Bengkulu,
Sekolah Tinggi Ilmu Kesehatan Dehasen,
Universitas Dehasen Bengkulu,
Sekolah Tinggi Teologi Kalvari Maluku Utara,
Sekolah Tinggi Pertanian Kewirausahaan Banau,
Akademi Kebidanan Makariwo,
Politeknik Perdamaian Halmahera,
Sekolah Tinggi Agama Kristen Maluku Utara,
Sekolah Tinggi Teologi Dian Halmahera,
Sekolah Tinggi Teologia GMIH Tobelo,
Universitas Halmahera,
Universitas Hein Namotemo,
Sekolah Tinggi Ilmu Kesehatan Makariwo Halmahera,
Politeknik Halmahera,
Sekolah Tinggi Pertanian Labuha,
STAI Al-Khairaat Halmahera Selatan,
STAI Babussalam Sula Maluku Utara,
Universitas Pasifik Morotai,
Akademi Ilmu Komputer Ternate,
IAIN Ternate,
Institut Agama Islam As Siddiq Kie Raha Maluku Utara,
Politeknik Sains & Teknologi Wiratama Maluku Utara,
Poltekkes Kemenkes Ternate,
Sekolah Tinggi Ilmu Maritim Indonesia Ternate,
STAIN Ternate,
STKIP Kie Raha,
Universitas Khairun,
Universitas Muhammadiyah Maluku Utara,
Akademi Kebidanan Gatra Buana Gurabati Tidore,
STMIK Tidore Mandiri,
Universitas Bumi Hijrah Tidore,
Universitas Nuku,
Sekolah Tinggi Akuntansi Negara,
Sekolah Tinggi Ilmu Administrasi Banten,
Sekolah Tinggi Ilmu Bahasa Banten Raya,
"STAI Babunnajah Pandeglang, Banten",
STAI Binamadani Tangerang,
STAI Syekh Manshur Pandeglang,
STISIP Banten Raya,
STKIP Babunnajah Pandeglang,
STKIP Mutiara Banten,
STKIP Syekh Manshur,
Universitas Mathla ul Anwar,
Akademi Kebidanan La Tansa Mashiro,
Akademi Keperawatan Yatna Yuana Lebak,
AMIK Wira Nusantara,
Sekolah Tinggi Ilmu Ekonomi La Tansa Mashiro,
Sekolah Tinggi Pesantren Darunna'im Lebak Banten,
STAI La Tansa Mashiro Rangkasbitung Lebak,
STAI Nurul Hidayah Lebak Banten,
"STAI Wasilatul Falah, Rangkasbitung, Lebak",
STISIP Setia Budhi,
STIT Ad-Da`wah Rangkasbitung,
STKIP Setia Budhi,
STKIP La Tansa Mashiro,
Akademi Gizi Andalusia,
Akademi Kebidanan Bina Husada Tangerang,
Akademi Kebidanan Karya Bunda Husada,
Akademi Keperawatan Islamic Village Tangerang,
Akademi Meteorologi Klimatologi dan Geofisika,
Akademi Pariwisata Nusantara Tangerang,
Akademi Perpajakan Maria Mediatrix,
AMIK BSI Tangerang,
AMIK Masa Depan,
AMIK PGRI Tangerang,
Politeknik Pelayaran Banten,
Politeknik Swadharma,
Sekolah Tinggi Agama Buddha Negeri Sriwijaya Tangerang,
Sekolah Tinggi Bahasa Asing Technocrat,
Sekolah Tinggi Farmasi Muhammadiyah Tangerang,
Sekolah Tinggi Ilmu Bahasa Asing Nusa Mandiri,
Sekolah Tinggi Ilmu Ekonomi Insan Pembangunan,
Sekolah Tinggi Ilmu Ekonomi Painan,
Sekolah Tinggi Ilmu Ekonomi Ppi,
Sekolah Tinggi Ilmu Hukum Painan,
Sekolah Tinggi Ilmu Kesehatan Banten,
Sekolah Tinggi Ilmu Tarbiyah Muhammad Mardiyana,
Sekolah Tinggi Penerbangan Indonesia Curug,
Sekolah Tinggi Teknik Multimedia Cendikia Abditama,
Sekolah Tinggi Teknologi Banten,
Sekolah Tinggi Teknologi Mutu Muhammadiyah,
Sekolah Tinggi Teologi Injili Arastamar Jakarta,
Sekolah Tinggi Teologi Moriah Tangerang,
Sekolah Tinggi Teologi Sunergeo Banten,
STAI Darul Qalam Tangerang,
STES Islamic Village Tangerang,
Sekolah Tinggi Ilmu Ekonomi ISM,
STIT Darul Fatah Tangerang Banten,
STIT Islamic Village Tangerang Banten,
"STIT Muslim Asia Afrika, Tangerang",
STIT Tangerang Raya Yayasan Purgantorio,
STIT YA`MAL Tangerang,
STKIP Surya,
STMIK Insan Pembangunan,
Sekolah Tinggi Teologi  Bina Muda Wirawan Tangerang,
Sekolah Tinggi Teologi  Injili Philadelphia Tangerang,
Sekolah Tinggi Teologi  Internasional Harvest Tangerang,
Sekolah Tinggi Teologi  PRESBYTERIAN INDONESIA,
Universitas Cendekia Abditama,
Universitas Monash Indonesia,
Universitas Pradita,
Universitas Pramita Indonesia,
Universitas Tangerang Raya,
Politeknik Penerbangan Indonesia Curug,
Politeknik Enjiniring Pertanian Indonesia,
Sekolah Tinggi Ilmu Kesehatan Faathir Husada,
Politeknik Tunas Pemuda,
Universitas Multimedia Nusantara Jakarta,
Akademi Kebidanan Aisyiyah Serang,
Akademi Keperawatan Pemda Kabupaten Serang,
Politeknik Kesehatan Aisyiyah Banten,
Sekolah Tinggi Ilmu Administrasi Maulana Yusuf Banten,
Sekolah Tinggi Ilmu Ekonomi dan Bisnis Syariah Rachmatoellah Serang,
Sekolah Tinggi Ilmu Hukum Bina Bangsa,
Sekolah Tinggi Teknologi Banten Jaya,
Sekolah Tinggi Teknologi Fatahillah Cilegon,
STAI Assalamiyah Curugsari Jawilan Serang,
STAI KH Abdul Kabier,
STAI KH. Abdul Kabier Serang,
STIT Serang,
STMIK Muhammadiyah Banten,
Universitas Serang Raya,
Politeknik PGRI Banten,
Politeknik Piksi Input Serang,
Universitas Faletehan,
Sekolah Tinggi Ilmu Fiqih Syeikh Nawawi Tanara Banten,
Akademi Farmasi Al-Ishlah Cilegon,
Akademi Kebidanan Al-Ishlah Cilegon,
Akademi Sekretari Dan Manajemen Bhakti,
AKMI Guna Nusantara,
Politeknik Krakatau,
Sekolah Tinggi Analis Kimia Cilegon,
Sekolah Tinggi Ilmu Ekonomi Al-Khairiyah,
Sekolah Tinggi Ilmu Komputer Al-khairiyah,
Sekolah Tinggi Teknologi Ilmu Komputer Insan Unggul,
STISIP Trimasda Cilegon,
STIT Al-Khairiyah Citangkil Cilegon,
STMIK Cilegon,
Universitas Al-Khairiyah,
Akademi Bahasa Asing Budhi Tangerang,
Akademi Kebidanan Assyifa Tangerang,
Akademi Kebidanan Bhakti Asih Cileduk,
Akademi Kebidanan Bhakti Mitra Husada,
Akademi Kebidanan Cipta Daya Husada,
Akademi Kebidanan Yayasan Husada Madani,
Akademi Sekretari & Manajemen Industri Budhi,
Akademi Sekretari Dan Manajemen Lepisi,
AMIK BK3,
AMIK Mapan Tangerang,
AMIK Pakarti Luhur,
AMIK Raharja Informatika,
"Institut Ilmu Al-Qur`an Jakarta, Jakarta Selatan",
Institut Teknologi dan Bisnis Bina Sarana Global,
Politeknik Gajah Tunggal,
Sekolah Tinggi Agama Buddha Dharma Widya,
Sekolah Tinggi Bahasa Asing Buddhi,
Sekolah Tinggi Ilmu Ekonomi Bisma Lepisi,
Sekolah Tinggi Ilmu Ekonomi Budhi Tangerang,
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tangerang,
Sekolah Tinggi Ilmu Ekonomi YP-Karya,
Sekolah Tinggi Ilmu Hukum Gunung Jati,
Sekolah Tinggi Ilmu Syariah Nahdlatul Ulama Nusantara Tangerang,
Sekolah Tinggi Teknologi Pelita Bangsa,
Sekolah Tinggi Teknologi Yupentek,
STAI Asy-Syukriyyah Tangerang,
Sekolah Tinggi Ilmu Kesehatan Bina Permata Medika,
Sekolah Tinggi Ilmu Kesehatan Ichsan Medical Centre Bintaro,
Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Tangerang,
STISIP Yupentek Tangerang,
STIT Al-Amin Kreo Tangerang,
STKIP Arastamar di Tangerang,
STKIP PANCAKARYA,
STMIK Antar Bangsa,
STMIK Bina Sarana Global,
STMIK Budhi,
STMIK Jibes,
STMIK Masa Depan,
STMIK PGRI Tangerang,
STMIK Raharja,
Universitas Islam Syekh-Yusuf,
Universitas Kejuangan 45 Jakarta,
Universitas Matana,
Universitas Raharja,
Universitas Surya,
Universitas Swiss German,
Institut Daarul Qur'an Jakarta,
Akademi Manajemen Bisnis Bina Darma Swakarya,
Sekolah Tinggi Ekonomi Syari'ah Bhakti Nugraha,
STKIP Sera,
Universitas Buddhi Dharma,
Universitas Muhammadiyah Tangerang,
Akademi Kebidanan Sentra Bina Yudistira Tangerang,
Sekolah Tinggi Ilmu Kesehatan Yatsi,
Sekolah Tinggi Pariwisata Pelita Harapan,
STMIK Dharma Putra,
Universitas Pelita Harapan,
Sekolah Tinggi Teologi  Pelita Dunia Banten,
Akademi Akuntansi Keuangan dan Perbankan Indonesia,
Akademi Akuntansi Keuangan Dan Perbankan Indonesia,
Akademi Kebidanan Bhakti Purna Husada,
Akademi Kebidanan Bina Husada Serang,
Akademi Manajemen Informatika Dan Komputer Serang,
Akademi Sekretari Dan Manajemen Prima Graha,
Akademi Telekomunikasi Nusantara,
AMIK Muhammadiyah Serang,
IAIN Sultan Maulana Hasanuddin Banten,
Institut Agama Islam Banten,
Poltekkes Kemenkes Banten,
Sekolah Tinggi Ilmu Ekonomi Banten,
Sekolah Tinggi Ilmu Ekonomi Bina Bangsa,
Sekolah Tinggi Ilmu Ekonomi Dwimulya,
Sekolah Tinggi Ilmu Ekonomi Prima Graha,
Sekolah Tinggi Ilmu Ekonomi Serang,
Sekolah Tinggi Ilmu Kesehatan Faletehan,
Sekolah Tinggi Ilmu Komunikasi Wangsa Jaya,
STKIP Banten,
STKIP Pelita Pratama,
STKIP Situs Banten di Serang,
STMIK Banten Jaya,
STMIK Serang,
Universitas Banten Jaya,
Universitas Bina Bangsa,
Universitas Islam Negeri Sultan Maulana Hasanuddin Banten,
Universitas Muhammadiyah Banten,
Universitas Primagraha,
Universitas Sultan Ageng Tirtayasa,
Universitas Sutomo,
Akademi Kebidanan Salsabila,
Sekolah Tinggi Ilmu Kesehatan Salsabila Serang,
Akademi Bahasa Asing YPKK Tangerang,
Akademi Refraksi Optisi dan Optometry Gapopin,
Institut Teknologi Indonesia,
Institut Teknologi Tangerang Selatan,
Politeknik Keuangan Negara STAN,
Sekolah Tinggi Agama Islam Muslim Asia Afrika,
Sekolah Tinggi Ilmu Ekonomi Islamiyah,
Sekolah Tinggi Ilmu Ekonomi Paripurna,
Sekolah Tinggi Tarbiyah Otto Iskandar Dinata Banten,
"STAI Fatahillah Serpong, Tangerang",
Sekolah Tinggi Ilmu Kesehatan HMS Bintaro,
STKIP Suluh Bangsa,
Universitas Islam Negeri Syarif Hidayatullah,
Universitas Muhammadiyah Jakarta,
Universitas Pamulang,
Universitas Pembangunan Jaya,
Universitas Terbuka,
Akademi Refraksi Optisi Leprindo Jakarta,
Sekolah Tinggi Ilmu Kesehatan Widya Dharma Husada Tangerang,
Sekolah Tinggi Meteorologi Klimatologi dan Geofisika,
STKIP Sinar Cendekia,
Universitas Lintas Internasional Indonesia,
Akademi Kebidanan Bangka Belitung,
Akademi Kebidanan Sungailiat Bangka,
Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,
STAIN Syaikh Abdurrahman Siddik Bangka Belitung,
STISIPOL Pahlawan 12,
Universitas Bangka Belitung,
Politeknik Manufaktur Negeri Bangka Belitung,
Politeknik Manufaktur Timah,
Sekolah Tinggi Ilmu Kesehatan Permata Nusantara,
Akademi Keperawatan Pemkab Belitung,
Akademi Manajemen Belitung,
Politeknik Darma Ganesha,
Poltekkes Kemenkes Pangkal Pinang,
Akademi Akuntansi Bhakti,
Akademi Kebidanan Bunga Bangsaku Bangka,
Akademi Keperawatan Pangkalpinang,
Institut Sains dan Bisnis Atma Luhur,
Sekolah Tinggi Ilmu Ekonomi Pertiba,
Sekolah Tinggi Ilmu Hukum Pertiba Pangkalpinang,
Sekolah Tinggi Ilmu Kesehatan Abdi Nusa,
Sekolah Tinggi Teologi Ratson Bangka Belitung,
Sekolah Tinggi Ilmu Kesehatan Citra Delima Bangka Belitung,
STKIP Muhammadiyah Bangka Belitung,
STMIK Atma Luhur,
Universitas Muhammadiyah Bangka Belitung,
AMIK Atma Luhur,
Universitas Bangka Belitung,
Sekolah Tinggi Ilmu Ekonomi IBEK Pangkalpinang Bangka,
Poltekkes Kemenkes Gorontalo,
STIM Boalemo,
STMIK Boalemo,
STITEK Bina Taruna,
Universitas Gorontalo,
Universitas Muhammadiyah Gorontalo,
Sekolah Tinggi Ilmu Ekonomi Ichsan Pohuwato,
Universitas Pohuwato,
Politeknik Gorontalo,
Sekolah Tinggi Ilmu Hukum Ichsan Gorontalo Utara,
Sekolah Tinggi Ilmu Manajemen dan Bisnis Gorontalo,
Akademi Komputer Mall Cendikia,
IAIN Sultan Amai Gorontalo,
Sekolah Tinggi Ilmu Administrasi Bina Taruna,
Sekolah Tinggi Manajemen Informatika dan Komputer Ichsan Gorontalo,
Sekolah Tinggi Ilmu Kesehatan Bakti Nusantara Gorontalo,
Universitas Bina Mandiri Gorontalo,
Universitas Bina Taruna Gorontalo,
Universitas Ichsan Gorontalo,
Universitas Negeri Gorontalo,
Sekolah Tinggi Ilmu Kesehatan Bina Mandiri Gorontalo,
Universitas Nahdlatul Ulama Gorontalo,
Akademi Bahasa Asing Tanjung Pinang,
Akademi Keperawatan Mitra Bunda Persada,
Akademi Manajemen Informatika Dan Komputer Gici,
Politeknik Batam,
Politeknik Bintan Cakrawala,
Sekolah Tinggi Agama Islam Negeri Sultan Abdurrahman Kepulauan Riau,
Sekolah Tinggi Teknik Bentara Persada Batam,
Sekolah Tinggi Teologi Presbyterian Batam,
Sekolah Tinggi Teologi Sidang Jemaat Kristus,
Universitas Maritim Raja Ali Haji,
Sekolah Tinggi Ilmu Ekonomi Cakrawala,
Sekolah Tinggi Ilmu Tarbiyah Mumtaz,
Universitas Karimun,
STAI Natuna,
Sekolah Tinggi Ilmu Tarbiyah Lingga Kepulauan Riau,
STISIP Bunda Tanah Melayu,
Sekolah Tinggi Agama Islam Paduka Anambas,
Akademi Akuntansi Permata Harapan Batam,
Akademi Analis Kesehatan Putra Jaya Batam,
Akademi Bahasa Asing Permata Harapan,
Akademi Kesehatan Kartini Batam,
Institut Kesehatan Mitra Bunda,
Institut Teknologi Batam,
Sekolah Tinggi Agama Kristen PAIS Batam,
Sekolah Tinggi Ilmu Ekonomi Bentara Persada Batam,
Sekolah Tinggi Ilmu Kesehatan Ibnu Sina Batam,
Sekolah Tinggi Ilmu Kesehatan Karimun,
Sekolah Tinggi Ilmu Komputer Muhammadiyah Batam,
Sekolah Tinggi Ilmu Tarbiyah Hidayatullah Batam Kepulauan Riau,
Sekolah Tinggi Ilmu Tarbiyah Internasional Muhammadiyah Batam,
Sekolah Tinggi Manajemen Informatika dan Komputer Gici,
Sekolah Tinggi Teologi Basom,
Sekolah Tinggi Teologi Calvary Batam,
Sekolah Tinggi Teologi Huperetes Batam,
Sekolah Tinggi Teologi Injil Bhakti Caraka Batam,
Sekolah Tinggi Teologi Injili Indonesia Batam,
Sekolah Tinggi Teologi Pantekosta Batam,
Sekolah Tinggi Teologi Real Batam,
Sekolah Tinggi Teologi Tabgha Batam,
STAI Ibnu Sina Batam,
STEI Ar - Rachman,
STIDKI Al-AZIZ Batam,
Sekolah Tinggi Ilmu Ekonomi Nagoya Indonesia,
Sekolah Tinggi Ilmu Kesehatan Mitra Bunda Persada,
STIQ Kepulauan Riau,
STMIK Putera Batam,
Sekolah Tinggi Teologi  IKAT di Batam,
Sekolah Tinggi Teologi  Krisba Batam,
Universitas Batam,
Universitas Internasional Batam,UIB
Universitas Putera Batam,UP Batam
Universitas Riau Kepulauan,UNRIKA
Universitas Universal,UVERS
Akademi Kebidanan Putra Jaya Mandiri Batam,
Politeknik Pariwisata Batam,
Sekolah Tinggi Ekonomi dan Bisnis Islam Batam,
Sekolah Tinggi Ilmu Ekonomi Ibnusina,
Sekolah Tinggi Teknik Ibnu Sina,
Universitas Ibnu Sina,UIS
Sekolah Tinggi Ilmu Ekonomi Galileo,
Sekolah Tinggi Teologi  Lintas Budaya Batam,
Politeknik Negeri Batam,
Sekolah Tinggi Ilmu Kesehatan Awal Bros Batam,
Institut Agama Islam Abdullah Said Batam,
Akademi Kebidanan Anugerah Bintan,
Poltekkes Kemenkes Tanjung Pinang,
Sekolah Tinggi Teknologi Indonesia Tanjung Pinang,
STAI Miftahul Ulum Tanjung Pinang,
STAI Sultan Abdurrahman Kepulauan Riau,
Sekolah Tinggi Ilmu Ekonomi Pembangunan Tanjungpinang,
Sekolah Tinggi Ilmu Kesehatan Hang Tuah Tanjung Pinang,
STISIPOL Raja Haji,
Sekolah Tinggi Ilmu Komunikasi Internasional Gurindam Archipelago,
Sekolah Tinggi Agama Islam Nahdlatul Ulama Kepulauan Riau,
Universitas Maritim Raja Ali Haji,UMRAH
Politeknik Negeri Fakfak,
Sekolah Tinggi Ilmu Administrasi Asy Syafi iyah,
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Nuuwar,
STAI Al-Mahdi Fakfak,
Sekolah Tinggi Ilmu Ekonomi Ottow & Geissler Fak-fak,
Sekolah Tinggi Teologi  Gereja Protestan Indonesia Papua,
Politeknik Lengguru,
Sekolah Tinggi Ilmu Hukum Bintuni,
Institut Sains Dan Teknologi Indonesia Manokwari,
Politeknik Pembangunan Pertanian Manokwari,
Sekolah Tinggi Agama Kristen Manokwari,
Sekolah Tinggi Ilmu Ekonomi Mah-eisa,
Sekolah Tinggi Ilmu Hukum Caritas Papua,
Sekolah Tinggi Ilmu Hukum Manokwari,
Sekolah Tinggi Penyuluhan Pertanian Manokwari,
Sekolah Tinggi Teologi Erikson Tritt,
STIT YAPIS Manokwari,
STKIP Muhammadiyah Manokwari,
STMIK Kreatindo Manokwari,
Universitas Papua,UNIPA
Akademi Keperawatan Fatima Mamuju,
Akademi Keperawatan Putra Pertiwi,
Institut Kesehatan dan Bisnis St. Fatimah Mamuju,
Poltekkes Kemenkes Mamuju,
Sekolah Tinggi Ilmu Kesehatan St Fatimah,
Sekolah Tinggi Ilmu Pertanian Tanratupattanabali,
Sekolah Tinggi Ilmu Tarbiyah Al-Chaeriyah Mamuju Sulawesi Barat,
"STAI Al-Azhary Mamuju, Sulawesi Barat",
"STAI DDI Polman, Sulawesi Barat",
Sekolah Tinggi Ilmu Kesehatan Andini Persada,
Sekolah Tinggi Ilmu Kesehatan Shinta Jaya Mamuju,
STISIP Tanratupattanabali,
Sekolah Tinggi Teologi  SULBAR DI MAMUJU,
Universitas Muhammadiyah Mamuju,UNIMAJU
Universitas Tomakaka,
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Mamuju,
STKIP Darud Da wah Wal Irsyad Mamuju,
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Tomakaka Tiwikrama,
"STIT DDI Pasangkayu, Mamuju, Sulawesi Barat",
Akademi Keperawatan YPPP Wonomulyo,
Institut Agama Islam Darul Da'wah Wal Irsyad Polewali Mandar,
Institut Teknologi dan Bisnis MUhammadiyah Polewali Mandar,
SEKOLAH TINGGI ILMU EKONOMI DAN BISNIS INSAN MADANI MANDAR,
STISIP Bina Generasi Polewali,
Universitas Al Asyariah Mandar,UNASMAN
STMIK Hasan Sulur Wonomulyo,
Sekolah Tinggi Ilmu Kesehatan Bina Generasi Polewali Mandar,
Sekolah Tinggi Teologi Arastamar Mamasa,
Sekolah Tinggi Teologi Mamasa,
Akademi Kebidanan Dian Harapan,
AMIK Tomakaka,
Sekolah Tinggi Agama Islam Negeri Majene,
Sekolah Tinggi Ilmu Ekonomi Yapman Majene,
Sekolah Tinggi Ilmu Kesehatan Bina Bangsa Majene,
STAI Al-Mardhiyah Majene,
STAI DDI Majene,
Sekolah Tinggi Ilmu Kesehatan Marendeng Majene,
Universitas Sulawesi Barat,
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Tomakaka Tiwikrama,
Universitas Sulawesi Barat,UNSULBAR
Politeknik Malinau,
Sekolah Tinggi Teologi Willfingger Kampung Baru,
Universitas Kaltara,UNIKALTAR
Sekolah Tinggi Ilmu Tarbiyah Ibnu Khaldun,
Sekolah Tinggi Teologi  WIDYA AGAPE MALANG,
Akademi Bahasa Asing Permata Hati Tarakan,
Akademi Farmasi Kaltara Tarakan,
Akademi Keperawatan Kaltara Tarakan,
Politeknik Bisnis Kaltara,
Politeknik Kaltara,
Sekolah Tinggi Ilmu Ekonomi Bulungan Tarakan,
STMIK PPKIA Tarakanita Rahmawati,
Universitas Borneo Tarakan,UBT
Universitas Satya Wiyata Mandala,USWIM
Sekolah Tinggi Agama Kristen Nabire,
Sekolah Tinggi Ilmu Kesehatan Persada Nabire,
Sekolah Tinggi Manajemen Informatika dan Komputer Pesat Nabire,
STAI Asy-Syafi`iyah Nabire,
Sekolah Tinggi Teologi  INJILI ARASTAMAR NABIRE,
Sekolah Tinggi Ilmu Ekonomi Jambatan Bulan,
STKIP Hermon Timika,
Sekolah Tinggi Ilmu Ekonomi Amor Timika,
Politeknik Amamapare,
Sekolah Tinggi Agama Kristen Oikumene Timika,
Sekolah Tinggi Ilmu Keguruan dan Ilmu Pendidikan Terang Bangsa,
Sekolah Tinggi Teologi Russel Timika,
Universitas Timika,UTI
STK Touye Paapaa Deiyai Keuskupan Timika,
Akademi Bank Yapis,
Akademi Kebidanan Yaleka Maro Merauke,
Politeknik Pertanian Yasanto,
Sekolah Tinggi Agama Kristen Merauke,
Sekolah Tinggi Ilmu Administrasi Karya Dharma Merauke,
Sekolah Tinggi Ilmu Ekonomi Yapis Merauke,
Sekolah Tinggi Katolik Santo Yakobus Merauke,
"STAI YAMRA Merauke, Papua",
Sekolah Tinggi Ilmu Ekonomi Saint Theresa,
STISIPOL Yaleka Maro,
Sekolah Tinggi Teologi  ARASTAMAR MERAUKE,
Universitas Musamus Merauke,UNMUS
Sekolah Tinggi Agama Kristen Arastamar Asmat,
Sekolah Tinggi Ilmu Manajemen Informatika & Teknik Komputer Agamua Wamena Papua,
Sekolah Tinggi Teologi  ARASTAMAR WAMENA,
Akademi Bahasa Asing Netaiken Wamena,
Sekolah Tinggi Agama Kristen Diaspora Wamena,
Sekolah Tinggi Ilmu Pertanian Petra Baliem Wamena,
Sekolah Tinggi Teologi Reformasi Wamena,
STIA Amal Ilmiah Wamena,
STISIP Amal Ilmiah Yapis Wamena,
STKIP Abdi Wacana Wamena,
STKIP Kristen Wamena,
Universitas Amal Ilmiah Yapis Wamena,
Universitas Okmin Papua,
Al al-Bayt University,
Asia Pacific Theological Seminary,
Asia Pacific Theological Seminary - The Phillippines,
Asia Pacific University of Technology and Innovation,
Bastyr University,
Beijing International Studies University,
Cadi Ayyad University,
Cedarville College,
Central European University,
Centre Sevres,
China University Of Geosciences,
Chinese Academy of Agricultural Sciences,
Colegio de San Jose,
College Of Foreign Language Kokusai Kotoba Gakuin,
Collegium Humanum Warsaw Management University,
Discipleship Training Centre,
Earlham College,
Ecole Pratique Des Hautes Etudes,
Emir Abdelkader University,
Fachhochschule Biberach,
Fachhochschule Coburg,
Folkwang Universität der Künste,
Global University,
Goldey–Beacom College,
Graduate School Of Chinese Academy Of Agricultural Sciences,
Heilongjiang University,
Hogeschool der Kunsten Den Haag,
Institut Superieur De Mecanique De Paris,
Institute Vatel De Paris,
Jinzhou Medical University,
Jonkoping International Business School,
Kazan National Research Technological University,
Korea National University of Transportation,
Kyoto City University of Arts,
La Fondation Le Cordon Bleu at Australia,
Leeds Beckett University,
Maastricht School of Management,
Middle East University Fze,
Minzu University of China,
Morling College,
Muséum National d'Histoire Naturelle,
Nanjing Institute of Railway Technology,
Nanjing Polytechnic Institute,
Nanyang Polytechnic,
Ouachita Baptist University,
Pontifical University Antonianum,
Poznan University Of Life Sciences,
Seattle Central College,
Seattle Pacific University,
Shenyang Aerospace University,
Shenyang Normal University,
Singapore Polytechnic,
Sydney International Business Network College,
Texas A&M University–Commerce,
The Istituto Europeo di Design,
The Professional School of Psychology,
The University of Oulu,
Tiasnimbas Business School,
Tomas Bata University in Zlin,
Torch Trinity Graduate University,
Ueno Gakuen University,
Ulsan National Institute of Science and Technology,
Uludag Universitesi,
Universidad Catolica San Antonio De Murcia,
Universidad de Barcelona,
Universidad De Huelva,
Universitas Sinnar,UOFS
Universitat Rovira I Virgili,
Universitat Salzburg,
Universite Polytechnique Hauts-De-France,
Universiti Pertahanan Nasional Malaysia,
Universiti Teknologi Brunei,
University of Cyberjaya,
"University of London, Royal Holloway and Bedford New College",
University of Palestine,
University of Pannonia,
University of Porto,
University of Rovira i Virgili,
University of South Los Angeles,
Vistula School of Hospitality,
Wilmington University,
Winthrop University,
Wuhan University of Technology,
Yangzhou University,
Zuyd University of Applied Sciences,
Akademi Akuntansi Trinitas Sorong,
Politeknik Papua Internasional Sorong,
Sekolah Tinggi Ilmu Ekonomi Trinitas Sorong,
Sekolah Tinggi Agama Kristen Diaspora Sorong,
Sekolah Tinggi Agama Kristen Mesias Sorong,
STKIP Muhammadiyah Sorong,
LEMBAGA ILMU PENGETAHUAN INDONESIA,LIPI
LEMBAGA PENELITIAN INDONESIA,
Lembaga Penelitian dan Pengabdian kepada Masyarakat,LPPM
Sekolah Tinggi Ilmu Kesehatan,STIKES
Sekolah Tinggi Keguruan dan Ilmu Pendidikan,STKIP
Sekolah Tinggi Ilmu Sosial dan Ilmu Politik,STISIP
Sekolah Tinggi Ilmu Administrasi ,STIA
Sekolah Tinggi Agama Islam,STAI
Sekolah Tinggi Ilmu Hukum,STIH
Sekolah Tinggi Ilmu Ekonomi,STIE
Sekolah Tinggi Agama Kristen,STAK
Sekolah Tinggi Teologi,STT
Sekolah Tinggi Musik,STM
Sekolah Tinggi Ilmu Statistik,STIS
Sekolah Tinggi Filsafat,STF
Sekolah Tinggi Desain,STD
Sekolah Tinggi Ilmu Manajemen,STIM
Sekolah Tinggi Ilmu Pelayaran,STIP
Sekolah Tinggi Ilmu Komunikasi,STIKOM
Sekolah Tinggi Agama Buddha,STAB
Sekolah Tinggi Manajemen Industri,STMI
Sekolah Tinggi Manajemen Informatika dan Komputer,STMIK
Sekolah Tinggi Ilmu Tarbiyah,STIT
Sekolah Tinggi Ekonomi Syari'ah,STES
Sekolah Tinggi Ekonomi Islam,STEI
Sekolah Tinggi Agama Katolik,STAKat
Sekolah Tinggi Ilmu Pertanian,STIPER
LEMBAGA ILMU PENGETAHUAN INDONESIA Pusat Inovasi,
